start	end	text
2516000	2528000	I didn't know this because this wasn't provided in the notes with TV, but apparently this location right here is an underground base actually in Oklahoma near Fort Sill.
2528000	2542000	So, that might be a location to look at Fort Sill, the Lawton area for any sort of bases down there. Greer also states that some craft shot down break into pieces while others have sort of a controlled landing due to being stunned.
2542000	2558000	This has more relevance to the infographics whistleblower when he's talking about eggs and bells, bells being the most commonly crashed craft and that the vast majority of the time they almost disintegrate break into pieces or basically melt away like nothing is there.
2558000	2572000	So, that's an interesting connection there. Greer dropped some specific terminology when he was talking about this location when we get a sip of cold brew.
2572000	2588000	He states that retrieved NHI living bodies are not referred to as extraterrestrials. They are kind of referred to as evens, extraterrestrial biological entities as you know but with an N on the end.
2588000	2596000	But these individuals that are taken alive are called captives or refugees and those are the exact words but used by Greer.
2596000	2612000	Next on to Mr. MS, we know him very well. So, at this point covering a TB and MS back to back we got a little UFOs witness list action going on which you know I always like to see.
2612000	2620000	Greer talks a little bit more and gives a little bit more insight apparently because apparently he has some more connections and things to study about the craft that MS saw.
2620000	2628000	If you guys remember from that video MS stated to have seen like a basically inverted cone triangle section at the bottom of the craft.
2629000	2637000	New drawing here from Greer's archives. I wonder if this is a shrap drawing if it is that's great Michael Schratz the best.
2637000	2646000	But Greer states to have some insight on this on the pyramid we talked about which we kind of I don't really remember if I hypothesized about it.
2646000	2657000	But Greer stated that he kind of knew factually that this inverted pyramid is an EMP crystalline structure that causes objects to basically travel instantaneously.
2657000	2664000	It likens the abilities of this piece to like a astral projection functionality.
2664000	2681000	This is a good question why are all these people talking to Greer instead of Congress could they be doing the latter in secret they absolutely could remember we talked about TB and his witnesses in his messages to Greer here was summoned to testify before members of the gang of eight including Marco Rubio in 2022.
2682000	2696000	Yeah whistleblower protection is terrible remember guys the witness or whistleblower protection doesn't cover pensions so that was something that Greer had stated kind of in media about specifically TB that he was afraid for both his life and his pension.
2696000	2703000	So even with these whistleblower acts your pension is not covered and love these guys with families and stuff this is presumably what they're worried about.
2704000	2709000	Okay MS Dugway render we know this from the video.
2709000	2713000	We know this from the video group post some images.
2713000	2716000	These look these look a little familiar to me.
2716000	2725000	But so let's go to the exact entrance.
2725000	2729000	German village in am I going to Utah I don't know if I'm going to Utah.
2729000	2732000	Well before I get to that.
2732000	2751000	Group post an untitled place mark changing the colors of a plate of a mark that could only be me but so the Greer posted this on the DPI archive okay I'm just going to show that once again in his recent updates.
2752000	2754000	It was in.
2754000	2762000	Wow, I guess he just took that off really recently.
2762000	2765000	Okay.
2765000	2779000	Last time I checked this in the critical updates Greer had posted image for the anthill and the Dugway site in Greer's presentation he posts this image for the Dugway location.
2779000	2787000	And let me try and find it.
2787000	2790000	Dugway German village.
2790000	2798000	I got to remember my exact location now here guys.
2798000	2803000	Let me think.
2803000	2808000	Let me I got to think about the exact coordinates here.
2808000	2814000	Oh man this might be tough a little bit south of Dugway German village.
2814000	2817000	We might be we're on the money.
2817000	2822000	This is the location he provided.
2822000	2836000	This is allegedly the entrance to the dumb right here according to what Greer posted in his September 8 2024 London press conference right.
2836000	2839000	Just a bit northwest of Dugway German village.
2839000	2848000	So I was a little interested to see him post that, but especially if he is talking about taking back such sites.
2848000	2850000	I found that a little interesting.
2850000	2858000	But now we can talk a little bit about a witness we talked about a little bit last week in the Greer archive about programmable life forms and so forth.
2858000	2860000	This is witness TE.
2860000	2865000	If you want to follow along in the DPI archive you can search witness 10892.
2865000	2870000	Again that's 10892 and find relevant documents.
2870000	2874000	German village. Where is German village.
2874000	2876000	Just search Dugway German village.
2876000	2883000	Right here.
2883000	2890000	Dugway German village. Just a little bit northwest of this location.
2890000	2896000	So, yeah, it talks about TE. This is a witness we talked a little bit about last week.
2896000	2905000	And the story of TE is this individual approach Greer claimed to be on a specialized ARV retrieval team.
2905000	2912000	Some artwork included here. I think this might be Rudy Garcia and some of Greer's team this artwork is really cool.
2912000	2921000	This kind of triangle site is man made craft as you can see by the no step.
2921000	2929000	This must be work by Michael Schrat, but it's a kind of a CAD drawing of this same device, the same craft.
2929000	2939000	And eventually at some point this witness TE 10892 graduated from kind of ARV retrieval and was promoted to ET retrieval.
2939000	2944000	So this event occurred and I can't remember what year this was. I know it's listed in the archive.
2944000	2947000	This might have been 2004.
2947000	2955000	Early 2000s where a sunflower type craft what crashed near or not crashed I'm sorry landed near Nellis.
2955000	2961000	As you can see Greer also make specific mention to this ARV that was privy to this retrieval operation.
2961000	2965000	If you can see here there's some soldiers lying in wait.
2965000	2976000	This witness TE stated that as individuals approach this craft basically autonomy was taken away from all the soldiers and they were sent into basically like a stunned state.
2976000	2982000	Out of this what you would see as a fruit roll up craft came some ETS that looked like this.
2982000	2986000	And this is must be a Rudy Garcia drawing excellent drawing.
2986000	3002000	And so forth this witness TE was really disturbed by this exact operation because he found these ETS and they're kind of emerald blue eyes is so peaceful and kind of pure that he thought what the retrieval teams and shooting down craft were doing was sick.
3002000	3006000	So he tried to basically defect and leave the retrieval force.
3006000	3014000	Greer states that this individuals uncle who grandfathered him into the program was the only one who stopped this individual from being killed.
3014000	3027000	Upon his release TE was targeted with a fake abduction where he was approached by these creatures and basically took brute force to them and found circuitry and so forth within.
3027000	3039000	So next we'll go to the next witness talked about some of you guys might know this person some of you might not I have actually been trying to get in contact with Shannon Lee for a while.
3039000	3059000	Shannon Lee is a witness who claimed to I can't 2008 2009 off the coast of I think it was Guam while in the Navy or the Coast Guard participated in a saucer retrieval from the ocean where a craft was almost tangled in the Japanese fisherman's net.
3059000	3062000	And this was in conjunction with the US Marines.
3062000	3066000	So again I've been trying to contact this guy for months.
3066000	3068000	Here's the image of the retrieval operation.
3068000	3071000	He actually did an interview with Steven Greer.
3071000	3073000	I can't remember if it's on the DPI archive or not.
3073000	3082000	I'll actually try to find it and post it but the actual video was taken off of Greer's was taken off of Greer's YouTube page.
3082000	3090000	And I think this was maybe because I think Mr Lee suffered maybe from some social anxiety or something because the interview was just a little bit awkward.
3090000	3103000	It was just a little disconjointed and stuff but I've always found this interview extremely interesting because according to Lee this craft was so heavy it almost toppled the Navy craft as it was lifted up in its net.
3103000	3119000	Greer stated and Shannon Lee states that this artwork right here is a little bit off the craft was had no seams kind of no pathways just a really solid seamless craft and he tried to take a sharp object to it and to no effect.
3119000	3121000	To no effect.
3121000	3127000	So upon returning Shannon Lee was forced to sign numerous NDAs and so forth.
3127000	3132000	And you guys might know this individual from the disclosure from the National Press Club conference.
3132000	3134000	He was very sickly.
3134000	3136000	He looked it looked really.
3136000	3140000	I don't know if it was from his encounter or from just health.
3140000	3144000	I think he mentioned he had a brain injury but Steven Digna.
3144000	3154000	In his testimony before kind of an abduction case he talks about being on a bombing range where he was with two Raytheon employees where they saw a large boomerang shaped craft.
3154000	3160000	And I believe one if not both of these craft yes Greer talked about this was a projection.
3160000	3177000	And here is a little bit where Greer dove into kind of the project blue beam kind of fear mongering stuff he talks about these projection techniques you know if you see a craft over London they can produce numerous craft and kind of fake an invasion and so forth.
3177000	3187000	But this was apparently a Raytheon craft that had entered into the bombing range for clandestine purposes I don't know for whatever purposes it seems strange to do that over an active bombing range and yes.
3187000	3195000	Steven Digna was suffering a brain injury I wish him peace he looked like he was suffering quite a bit from there.
3195000	3205000	So Greer stated here as well that anti gravity technology in which this Raytheon craft was based off of was mastered in October of 1954.
3205000	3206000	Sorry.
3206000	3209000	Next of course.
3209000	3211000	Greer talks briefly about Michael.
3211000	3214000	We all know Michael from this channel.
3214000	3219000	He shows the video made by Star Labs of the octagonal craft.
3219000	3228000	We've all seen these so I'm not going to waste space or so forth but Greer had one new detail about Michael story that I wasn't aware of.
3228000	3233000	And I'll certainly bring it up to Michael Greer thinks this craft was Lockheed skunk works or EG and G.
3233000	3238000	Why I don't know exactly why he thinks that.
3238000	3243000	But that is what Greer states here he doesn't expand on that anymore he just kind of moves on.
3243000	3252000	Greer states the initial misconceptions of him and thinking this was kind of drug smuggling operations of course I've talked about Michael initially thought when he saw this was drugs.
3252000	3258000	Greer kind of assumed also Greer has talked to witnesses who state that ARVs are used for smuggling drugs.
3258000	3265000	One of these witnesses I think his files were removed from the DPI archive I think it was witnessed.
3265000	3270000	Sorry let me I'll look this up.
3270000	3273000	Let me see if I got it right.
3273000	3276000	Yes, 10329 right here in the DPI archive.
3276000	3283000	I think his files were taken down, but witness 10329 right here.
3283000	3291000	Worked in deep black projects as knowledge of advanced crafting connections to drug running knows of two sites near Nashville Tennessee where craft have been seen landing.
3291000	3299000	Same locations were used by the CIA slash 160 if that's an Air Force division locations are private airship and another in a valley between mountains.
3299000	3307000	So I've talked a little bit to this person I will talk to them again and you know if there's some interesting stories to make.
3307000	3310000	I will absolutely make them real quick scallions.
3310000	3311000	I love you.
3311000	3313000	Thank you so much for your support.
3313000	3318000	I really really really appreciate it really appreciate it.
3318000	3328000	Yeah, here kind of with most of these stories guys Greer will talk about the witness will talk about what's going on and then kind of round it back to himself like.
3328000	3337000	Greer was talking about Michael and then states that after the 2023 NPC that his YouTube was hacked and demonetized and.
3337000	3357000	That just wasn't a necessary addition to me but Greer then talks what I talked about in my interview with Michael that the insider who spoke to Michael was at the NPC 2023 and exact quote from Greer that this insider said to him quote.
3357000	3369000	That is worse than your Marine guy thinks it is end quote you guys know I like those quote end quote this individual the insider that Michael has spoken to claim to have been part of this operation.
3369000	3371000	And then.
3372000	3386000	As you'll know this from Michael's testimony Greer starts talking about P3 psionic predisposed I can't remember exactly what pre P3 stands for at the moment my brain is going a mile per minute, but he talks about kind of P3 assets a little bit and if you guys.
3387000	3394000	Remember this from Michael story and then Ross cult her Ross Colt heart talking about consciousness and so forth.
3394000	3409000	But these individuals are basically used to interact with with ET craft recovered craft, or I think in some cases as Greer likes to stay kind of lower craft in.
3409000	3419000	Consciousness technology and P3 operator technology hijacking of ET craft target and bring them down or take control of them.
3419000	3426000	Greer states that this is a theme. This is a this was a very strange slide to me guys.
3426000	3436000	I found it strange that Greer brought in hand dominance and preference and individuals into accountability for psy abilities.
3436000	3438000	I wasn't.
3438000	3445000	I certainly have never heard that anywhere and I have not heard that I probably won't hear that again.
3445000	3455000	But Greer states that most of these P3 assets these people who are tasked with in kind of interacting with ET craft with their consciousness connection most die.
3455000	3465000	Those who cannot do the work are used as forced laborers and maintenance in side the facilities and some are now defecting to disclosure project.
3465000	3468000	I would like to hear a little bit more about that.
3468000	3477000	And at this time, Greer mentioned a base in the Chihuahua Desert used to house P3s.
3477000	3490000	This is a reference to the sentinels of ethers kind of dops or play written by Michael or ghost written by Michael's insider that he's contacted, which talks about we talked about this all last week 2004.
3490000	3494000	What we can now assume is a Lockheed Martin recovery team wiping out a JSOC team.
3494000	3499000	The differences in sentinels of ether involves trafficking P3 assets in John Stewart source.
3499000	3503000	It involves tracking it down to craft.
3503000	3516000	So then Greer went for quite a while on a story about a dream he had when he was around 18 and knew the structures of the cosmos.
3516000	3522000	This was about this was a while kind of leading after discussing Michael and P3s.
3522000	3537000	And this, of course, Greer reiterates that at some unknown time he was approached and offered $2 billion to kind of hush up in defect, not really defect, not really joined black programs, but to stop talking and stop working on the DPA archive.
3537000	3540000	I think he's discussed this quite a little bit.
3540000	3543000	Of course, at this time, this is obviously very powerful for Greer.
3543000	3545000	He got pretty emotional at this time.
3545000	3553000	And I can understand that, especially working on such such kind of huge stuff in his life, you spent so much time doing this.
3553000	3562000	But, you know, I can sometimes I have trouble separating, you know, maybe some of this stuff is sympathy plays for Greer when he talks about himself so much, kind of getting emotional about that.
3562000	3564000	But who knows who knows.
3564000	3568000	So at this point we had an intermission, I think it was about 30 minutes.
3568000	3577000	And when we come back from the break, most things were focused on kind of consciousness and so forth.
3577000	3592000	So Greer kind of breaks down what he states is the UFO phenomenon it's broke down between ET interdimensional beings and classified black programs usaps and basically human reverse engineer technology.
3593000	3595000	I'll leave this up for a couple seconds.
3595000	3601000	But Greer likes to distinguish the fact or distinguish between ET craft and the DPI archive.
3601000	3603000	The guy has poured his entire life into this.
3603000	3605000	Absolutely. Yeah, absolutely.
3605000	3609000	Greer has put decades, decades, decades.
3609000	3611000	Stubblebind was the one who offered him $2 billion.
3611000	3612000	Has he said that before?
3612000	3613000	I might just be messing out actually.
3613000	3615000	That's interesting.
3615000	3616000	For some reason it doesn't.
3616000	3618000	Is there a link that's not working?
3618000	3619000	Tell us that.
3619000	3621000	If there's a link that's not working.
3621000	3625000	I thought this was a really interesting here guys.
3625000	3633000	Look under the classified unacknowledged special access programs you'll see holographic man made beings from thought forms.
3633000	3645000	Now if you guys know anything about like old, I can't even think to where this practice begins, but topos like a thought forms that manifest conscious beings.
3646000	3648000	I'm just, that's a lot.
3648000	3658000	That's a huge thing to put into a PowerPoint without really expanding on it further, especially saying that Lockheed skunk works essentially manifest topos.
3658000	3674000	So, yeah, so, yeah, so Greer talks about that both the extraterrestrial and ultra dimensional hypothesis of non human intelligence is through that both of these exist on our planet.
3674000	3676000	They're just differentiated.
3676000	3696000	Most of what we can see as physical craft are in fact ET or ARV alien reproduction vehicles human made and Greer states that the vast majority of sightings of UFO, especially in today's age are actually ARV technology human made technology and not not real kind of ET craft.
3696000	3710000	A lot of the ultra terrestrial stuff is kind of what you hear a little bit more about attached with woo in the phenomena, kind of floating orbs the poltergeist phenomena and so forth.
3711000	3726000	A lot of this talk kind of dove into a little bit more of the kind of woo stuff discussing a lot of physics talk with quantum thrown in here and there to kind of make things sound a little bit more mysterious.
3726000	3732000	We referenced the show stranger things as a description of summoning ultra terrestrial beings.
3732000	3746000	This reminds me very closely of Alex Jones claims of of of of individuals high up in clandestine government operations who will take a bunch of DMT and then go talk to spirit programs.
3746000	3754000	Next, Greer, sorry.
3754000	3767000	And this time, Greer kind of discuss started to really get into kind of the consciousness aspect of of UAP, a lot of talk about kind of new age concepts like light beings and stuff.
3767000	3776000	Some of the interesting stuff that Greer discusses is that human programs and abilities are now very close and comparable to what ET technology has.
3776000	3779000	And this is very interesting to me.
3779000	3788000	Especially when you think about kind of analyze witness testimony of human made ARVs the possibility they work on electrogroupics like the TR3B and so forth.
3788000	3803000	I, it's really interesting to think about if human capabilities are near ET and the implications of that are that would mean that human these black programs have unrestricted use of basically surrounding basically unrestricted use of our solar system and other space
3803000	3807000	time, what kind of operations are they getting up to and so forth is a very interesting question.
3807000	3811000	And that Greer likes to state that humans are now an existential threat to ET.
3811000	3817000	Part of this is because Greer states the technologies ET extraterrestrials use are non local.
3817000	3828000	A lot of these technologies require a craft being or technology to basically remove itself from 3D space time entered folds between dimensional space and pop up elsewhere.
3828000	3837000	And we'll talk about that a little bit more in a second.
3837000	3840000	Yeah, the the holographic consciousness universe.
3840000	3843000	This stuff at least I know this interests a lot of people.
3843000	3844000	That's why of course I'll put it up here.
3844000	3846000	It's not as big as my focus.
3846000	3849000	You guys know it's reverse engineering and crash retrieval.
3849000	3854000	So I might be a little not as knowledgeable on this topic here.
3854000	3859000	So if I sound ignorant or I'm just kind of skipping through stuff that you find really interesting.
3859000	3860000	That's my bad.
3860000	3868000	I'm just not as well versed on on such topics quickly Greer really kind of leaned into remote view.
3868000	3870000	Sorry, wrong tab.
3870000	3877000	Greer really leaned into remote viewing at this point and went on for a couple minutes about how he himself can levitate.
3877000	3880000	That was that I think is a bit a bit.
3880000	3886000	That's a bit of a stretch for me in terms of saying you can levitate and so forth.
3886000	3891000	I don't really see how that fits into this discussion even when speaking about consciousness and so forth.
3891000	3901000	But we'll keep going because I want to get to Greer had Greer posted what he thinks of as his own Kardashev scale guys.
3901000	3903000	So you guys know the Kardashev scale.
3903000	3907000	It's a ranking of basically civilizations throughout the cosmos.
3907000	3911000	Humanity is what's known as like a level like 0.7 on the Kardashev scale.
3911000	3916000	A level one Kardashev scale is able to harness the entire energy output of its host planet.
3916000	3921000	A type two Kardashev scale is able to harness the total energy output of its host son.
3921000	3927000	And a level three Kardashev civilization is able to harness the entire energy output of its home galaxy.
3927000	3931000	There are kind of more expansions on on this and different breakdowns.
3931000	3936000	But Greer states that current human civilization is consumed by war.
3936000	3940000	It's very primitive environmental technologies and it's plagued by extinction level events.
3940000	3942000	A global peaceful civilization.
3942000	3948000	And I think this is Greer's ultimate goal to leave us lead us towards especially when you look at the lost century.
3948000	3956000	His next video in which he really push is for kind of the the utilization of zero point energy and technologies that have been obfuscated.
3956000	3959000	And hidden with E.T. reverse engineering.
3959000	3964000	I'm just laughing at Mr. Mosilli's comments were zero.
3964000	3967000	Yeah, that's funny to me.
3967000	3973000	And a permanent P.I. I think this is a great point by Kai Greer magically assumes that humans are going to magically start loving each other.
3973000	3977000	And if we know NHI and advanced technology is real, yes, I disagree.
3977000	3980000	I think he I think a lot of that is he.
3981000	3989000	Arrest that on claims of like Ronald Reagan and his speech where he says I can't think of how fast humanity would come together if we face like an alien threat and so forth.
3989000	3990000	I agree.
3990000	3995000	I don't think that can be utilized to solely bring humanity together.
3995000	4007000	But a permanent P civilization develops trans dimensional technologies when you read that trans dimensional technologies just know that that's what I discussed when Greer says that a lot of these E.T. technologies are non local that they require the
4007000	4016000	Utilizer of the technology to basically leave our current space time travel through dimensional folds reengaged another point of space time.
4016000	4018000	The pursuit of science and consciousness.
4018000	4026000	Okay, we can go to but the the weird thing about this guys is Greer only posted to two of four of these slides.
4026000	4028000	Greer says there's four levels of civilization.
4028000	4031000	He only posted two slides.
4031000	4032000	You can see two of four here.
4032000	4035000	He only posted the slide before in this one.
4035000	4041000	So that was pretty funny to me the level three and interstellar civilization clear to travel to other star systems.
4041000	4047000	However, if humans have ability similar to E.T. now, could we not feasibly travel to other star systems as well.
4047000	4055000	Development of widespread establishment of science of consciousness pursuit of higher states of consciousness early integration into other interstellar civilizations.
4055000	4063000	I do think the pursuit of consciousness needs to be integrated into a kind of us a level zero current current human civilization as well.
4063000	4070000	I think consciousness study is a is integral to the human experience, especially how it relates to UAP technology.
4070000	4073000	That is not something that should be overlooked.
4073000	4077000	It's still a concept that I'm can be quite unfamiliar with and quite uncomfortable with sometimes.
4077000	4084000	It's still really new to me concepts like P3 concepts like remote viewing consciousness studies still very new to that subject.
4084000	4092000	So if I'm ever ignorant towards it, that's why I'm still learning a level four cosmic consciousness civilization above 1% of something.
4092000	4097000	Senior ambassadors are enlightened in cosmic consciousness contact with other advanced civilizations.
4097000	4101000	However, wouldn't a level three interstellar civilization be able to do the same?
4101000	4112000	But according to this same log, if a cosmic consciousness civilization can provide guidance to emerging civilizations, would a level zero civilization such as humanity not be a emerging civilization?
4112000	4123000	Or would we need to be a level one or two a global peaceful civilization global peaceful civilization to receive contact and level five part of the senior interstellar collective.
4123000	4126000	My question to Greer is where is he getting this information?
4126000	4128000	What is he basing this off of?
4128000	4137000	I would I would really like to know because it's really interesting to me of enlightenment widespread and accelerated experience or innate.
4138000	4140000	I don't know what that word means.
4140000	4143000	I'm sorry guys technology parallel states of consciousness.
4143000	4150000	So Greer talks about some CE five stuff now.
4150000	4152000	And he posted a lot of images.
4152000	4157000	Most were just kind of vague shapes, not much to him.
4157000	4159000	He posted two images.
4159000	4161000	Sorry wrong.
4161000	4166000	He posted two images where actual forms can be seen from CE five contact.
4166000	4174000	I took a special note of right here, but I need to shout out a dude in my discord right when I posted this.
4174000	4177000	The same gentleman rectified he posted.
4177000	4180000	Let me pull this up.
4180000	4191000	This image right here on the right rectified posted that this was actually a sighting in Twitter in in Chile, sitting on Twitter in Chile.
4191000	4196000	And as far as rectified knows, Greer is not associated with this sighting at all.
4196000	4202000	So why why post this if it's not yours, man?
4202000	4206000	Most of Greer's photos you can see a lot of CE five stuff on the DPI archive.
4206000	4209000	The vast majority of them are lights in the sky.
4209000	4211000	I'm totally not.
4211000	4213000	I'm not totally closed off to CE five.
4213000	4218000	I just haven't seen evidence for it, you know, especially when it comes to the images.
4218000	4222000	It's just sort of really vague light forms.
4222000	4226000	So of course, there's there's not much I can kind of study off of that.
4226000	4228000	But I'd like to see more.
4228000	4237000	So interesting to me, I'm sure you guys have all heard of a lot of the stuff that Jason Sands has been talking about that.
4237000	4248000	John Ramirez talked about that Lou has talked about that that Jeremy Corbell and George not kind of like to dangle in front of you a date, a deadline, right?
4248000	4253000	When I say that most people probably think of 2027 as a sort of deadline.
4253000	4255000	I think it's associated with Jason Sands.
4255000	4263000	He overheard he states he overheard communications between NHI and humans or NHI and NHI saying they want their stuff back.
4263000	4268000	Greer made specific mention of the timeframe 2025 to 2030.
4268000	4272000	Quote, if we haven't corrected this problem, it will be corrected for us.
4272000	4288000	Greer states this is the worst case scenario that our mastery of ET technologies are a threat due to the fact these are non local technologies are harnessing and misuse of these technologies are affecting other solar systems.
4288000	4296000	And fixing this thing for us would be a correction to protect other worlds, life on earth and life elsewhere.
4296000	4301000	And that statement is kind of where Greer left the event.
4301000	4307000	Of course, then there was an ovation and everybody clapped and left.
4307000	4313000	So that was the that was the entire Greer catalog of his show today in London.
4313000	4320000	And now that that's over, we can go through kind of if you have questions about the event questions about anything, let's go through them.
4320000	4321000	We'll talk about the whole thing.
4321000	4327000	If there's anything that stood out to you, we'll go through one by one and you guys know how I do.
4327000	4330000	If there's any question, I will absolutely answer it.
4330000	4332000	So we'll start going through those.
4332000	4334000	Whoa, this is really over lit.
4334000	4335000	How about that?
4335000	4336000	It's really over lit.
4336000	4337000	Sorry about that, guys.
4337000	4339000	I don't know if that's better.
4339000	4343000	So let's see.
4343000	4345000	I'm going to leave it on.
4345000	4349000	The main issue with Greer is he does not distinguish between what he knows due to evidence and what he is speculating on.
4349000	4352000	He's pretty much in his own category among UAP sources.
4352000	4359000	Yeah, I think it's crucial to for people when they're speculating to make sure that it's clear that they're speculating.
4359000	4368000	I think this is what got like Jason Sands and a bit of trouble out the gate because he would just kind of ramble on about scenarios and ideas
4368000	4372000	and wouldn't really kind of nail down and specify when he's saying, hey, I'm speculating.
4372000	4374000	I don't know this for sure.
4374000	4383000	I think with a lot of these witnesses in Greer's archive, I'm not sure to the extent to which he has vetted every single one of these sources.
4383000	4391000	So when he claims he has 762 whistleblowers, this is pretty much every name redacted or unredacted on the log.
4391000	4395000	A lot of these names that he states are under whistleblower protection.
4395000	4398000	A lot of these are labeled as like UFO researchers.
4398000	4401000	For example, you guys know I'm working on the Kexpert case.
4401000	4406000	Stan Gordon is listed in there as a UFO researcher in point of contact to Kexpert witnesses.
4406000	4408000	Does he need to be offered?
4408000	4411000	If you guys don't know Stan Gordon, he was the primary Kexpert researcher.
4411000	4415000	Did he need to be offered whistleblower protection?
4415000	4423000	There's also a lot of the I feel like with the witness list and the facilities map.
4423000	4429000	Greer was happy to beef up the content over quality of the content, right?
4429000	4430000	I bet you can see what I'm saying.
4430000	4438000	For each email he received, somebody making claims, it's easy to redact the email, redact the name, throw it on the DPI archive to say, hey, here's another witness.
4438000	4442000	Look what they're saying now and so forth.
4442000	4444000	Hey, Flying Lotus, what's up dude?
4444000	4447000	Flying Lotus, if you guys don't know his music, Flying Lotus is awesome.
4447000	4453000	I recommend checking out the Black Balloon reprise with Denzel Curry and Never Catch Me with Kendrick Lamar.
4453000	4455000	Flying Lotus is great.
4455000	4457000	What do I think about Richard Doty?
4457000	4459000	I don't think he can be trusted.
4459000	4465000	I think anything that Doty kind of connects his name to, it's almost impossible to get to the bottom of.
4465000	4476000	All you have to do is look at Tobinowitz and his claims in a career's documentary Unacknowledged where he talks about the, I think it's the Roswell, yeah, the Roswell incident being some Russian dwarves,
4476000	4478000	disfigured Russian dwarves and so forth.
4478000	4486000	So I tend to stay away from Doty as much as I possibly can.
4486000	4488000	What are your thoughts on Sans?
4488000	4490000	Truthfully, I don't buy it at all, but would like to get your thoughts.
4490000	4496000	I'm remaining agnostic to Sans until I get a chance to kind of speak to him direct.
4496000	4504000	I know a lot of people, not a lot, I'd say I know about six people in the intelligence community and all of them, while they can't verify Sans' claims,
4504000	4508000	they all speak very highly of him as an individual.
4508000	4510000	So I find that interesting.
4510000	4516000	Now, all these people that speak highly of him as an individual agree that the method in which he came forward was awful.
4516000	4522000	You know, on Twitter spaces and to just engage with a lot of the Twitter drama and so forth.
4522000	4526000	And I've heard that that's just kind of the type of guy Sans is.
4526000	4528000	He just wants to get that information out there.
4528000	4530000	He's got a great and kind heart.
4530000	4534000	He knows him directly, speaks incredibly highly of him.
4534000	4536000	So if I get a chance to speak to him, I'd like to.
4536000	4540000	Until then, I'll probably just remain a little agnostic towards his case.
4540000	4542000	I do not trust Greer.
4542000	4544000	He's a shifty.
4544000	4548000	I'll say it just like I've said a thousand times.
4548000	4554000	Greer has brought forth so much great witnesses and documents and stuff to study.
4554000	4556000	And then disclosure briefing document from 2001.
4556000	4560000	I will swear by it is the best piece of literature.
4560000	4562000	If one of the best pieces of literature on the UFO subject.
4562000	4566000	Now, I agree with what Kai said earlier that Greer tries to make himself the center of everything.
4566000	4570000	This was further enforced by Greer talking just inserting himself into everything.
4570000	4572000	I forgot when he was talking about Michael.
4572000	4580000	He was saying that how he like worked out with Michael and how big Michael was and how much it made him soar to work out with Michael.
4580000	4586000	And it's, you know, it's, you know, why do you need to keep talking about yourself with all of that?
4586000	4592000	He likes to make himself the centerpiece of everything, but he has done great, great work.
4592000	4594000	Thanks for the shout out.
4594000	4596000	I'm just following your leads and focusing on the approval.
4596000	4598000	Yeah, exactly.
4598000	4608000	There's just there's a ton of fluff and euphology and I know myself I have gotten caught going down some rabbit holes that lead nowhere and done some dead end work or work that I later found out is kind of just not much to it.
4608000	4612000	But just kind of focus on what you can.
4612000	4622000	I like how this channel attracts both people capable and willing to actually think and share lunatics.
4622000	4624000	I don't, I don't know.
4624000	4626000	I think everybody here is pretty, pretty crafty, pretty smart.
4626000	4628000	I don't think I know of any lunatics in this chat.
4628000	4632000	Everybody is pretty brilliant, especially as we saw last week, man.
4632000	4636000	Everybody, everybody has something to say something to add.
4636000	4640000	I'd love every single person in here.
4640000	4642000	Implementing closed loop processes.
4642000	4644000	Oh, I think I'm stumbling upon a conversation in the chat here.
4644000	4648000	You guys keep going and I'll get the summary at the end.
4648000	4650000	Definitely has hundreds of USAP whistleblowers in there.
4650000	4652000	Correct.
4652000	4658000	A lot, trust me as I've spent an uncomfortable amount of time pouring through the UFO witnesses list.
4658000	4662000	And I plan to make multiple more videos on hold on.
4662000	4664000	Let me actually ask you a question.
4664000	4674000	There are a lot of sources that I want to cover in the redacted files that I have some interesting information on.
4674000	4680000	Even if I can't talk to these people, because there are some others who I've identified who I'm trying to talk to.
4680000	4684000	Even if I can't talk about them, do you guys still want me to cover them?
4684000	4688000	Or is that kind of like a not as interesting?
4688000	4694000	There's like a seven to 10 other people I would like to cover, but I've been hesitant to do so unless I have spoken to them.
4694000	4700000	But if you guys still want to see that, even just kind of my research on there, I would gladly do that as well.
4700000	4702000	Gladly.
4702000	4704000	I appreciate it, Myer, that you speak your mind.
4704000	4706000	That's the martial artist and you thank you very much.
4706000	4708000	I got to be careful speaking my mind.
4708000	4716000	I think just because I have a platform where I make videos, it's just important to kind of say when I don't know something.
4716000	4722000	I'll speak my mind, but then I'll say if it's got some nonsense in there, then I'll say it.
4722000	4724000	Have you heard about the big homie sea?
4724000	4727000	Yeah, let me let me grab a quick drink of water.
4727000	4733000	I'll do it away from the mic so I don't sound like a slurper in the mic.
4733000	4734000	I have.
4734000	4744000	I find it interesting, but I'm there's not much for me to investigate there, but it is interesting.
4744000	4745000	Doty's sauce.
4745000	4747000	I was surprised to make connections to lose book.
4747000	4749000	Doty is very stuff.
4749000	4750000	Sorry.
4750000	4753000	You should research the connection between DMT and NHI.
4753000	4756000	I forgot the name of the researcher who wrote that book, but he was working with John Mack.
4756000	4758000	That's not the work of no, that's not Terrence McKenna.
4758000	4760000	He worked with psilocybin.
4760000	4761000	Right.
4761000	4762000	I actually would like to pursue that more.
4762000	4770000	I think it's very interesting because there's there's the claims of like Alex Jones of DMT and NHI, but then there's a lot more grounded research.
